Hours_Studied,Attendance,Sleep_Hours,Motivation_Level,Parental_Involvement,Access_to_Resources,Tutoring_Sessions,Internet_Access,Extracurricular_Activities,Peer_Influence,Learning_Disabilities,Physical_Activity,Gender
13,60,10,Low,High,Low,1,Yes,No,Neutral,No,4,Male
16,64,7,Medium,Medium,High,5,Yes,Yes,Positive,No,4,Male
22,64,10,Medium,High,Medium,1,Yes,Yes,Positive,No,3,Male
13,88,4,High,Medium,Medium,1,Yes,Yes,Positive,No,2,Female
11,68,5,Medium,High,Medium,1,Yes,Yes,Positive,Yes,4,Male
7,96,6,Medium,High,Low,1,Yes,No,Negative,No,3,Male
24,97,8,Medium,High,Medium,3,Yes,Yes,Neutral,No,2,Female
17,99,10,Low,Medium,Medium,1,Yes,No,Positive,No,2,Male
38,98,6,Medium,Low,Medium,2,Yes,No,Negative,No,4,Female
14,71,8,Medium,High,High,0,Yes,Yes,Neutral,No,3,Female
14,80,10,Low,High,Medium,1,Yes,No,Positive,No,3,Female
17,67,9,Medium,Medium,Medium,1,Yes,No,Neutral,No,3,Female
21,92,6,Low,High,Low,2,Yes,No,Positive,No,5,Male
17,96,8,Medium,Medium,High,0,Yes,Yes,Positive,No,5,Male
24,94,8,Low,Low,Medium,0,Yes,No,Neutral,No,3,Male
14,77,6,Low,Medium,Medium,1,Yes,Yes,Neutral,No,2,Male
12,90,8,Low,High,High,2,Yes,No,Neutral,No,3,Female
9,64,6,Medium,Medium,High,6,Yes,Yes,Positive,Yes,6,Male
7,62,7,Medium,High,Medium,3,Yes,Yes,Neutral,No,3,Female
17,90,5,Low,Low,High,1,Yes,Yes,Negative,No,1,Female
18,77,4,Medium,High,Medium,1,Yes,Yes,Negative,No,2,Male
16,100,7,High,High,High,1,Yes,Yes,Negative,Yes,2,Male
27,64,7,High,Medium,Medium,3,Yes,Yes,Neutral,No,4,Male
27,94,5,Medium,Medium,Low,0,Yes,No,Positive,No,2,Female
18,79,8,Medium,Medium,High,3,Yes,Yes,Neutral,No,4,Female
9,93,7,Medium,High,Low,0,Yes,Yes,Neutral,No,2,Male
17,93,8,Low,Low,Medium,0,Yes,No,Negative,No,3,Male
16,97,8,High,Medium,Low,0,Yes,Yes,Positive,No,2,Male
16,72,9,Medium,Low,Medium,1,Yes,No,Negative,Yes,1,Female
16,98,8,Low,Medium,Medium,0,Yes,Yes,Positive,No,2,Male
16,66,7,Low,Medium,Medium,1,Yes,Yes,Positive,No,4,Male
18,63,7,Medium,High,High,1,Yes,Yes,Neutral,No,2,Female
16,77,10,Medium,Medium,Low,1,Yes,No,Neutral,No,3,Female
21,93,8,Medium,Medium,High,0,Yes,No,Positive,No,1,Female
22,79,7,Medium,High,Low,0,Yes,No,Positive,No,3,Male
15,93,7,Low,Medium,Low,0,Yes,Yes,Positive,No,3,Female
28,89,6,Medium,Medium,Medium,1,Yes,No,Negative,No,3,Male
14,68,5,High,High,High,1,Yes,No,Neutral,Yes,5,Male
10,98,10,Low,Medium,Low,1,Yes,Yes,Negative,No,2,Female
22,62,8,Low,Low,Medium,0,No,No,Positive,No,2,Male
15,96,5,High,Medium,Low,4,Yes,No,Positive,No,3,Male
22,72,7,Low,Medium,High,5,Yes,Yes,Neutral,No,2,Female
6,80,9,Low,Medium,Medium,5,Yes,Yes,Neutral,No,2,Male
28,77,6,High,High,Medium,0,Yes,No,Negative,No,1,Female
24,67,6,Low,Medium,High,0,Yes,Yes,Positive,No,4,Male
11,74,8,Low,High,Medium,0,Yes,No,Positive,No,3,Male
11,68,8,Low,Low,High,2,Yes,Yes,Positive,No,4,Female
30,68,6,High,High,High,1,Yes,Yes,Positive,No,3,Female
16,67,6,Medium,High,Medium,0,Yes,Yes,Neutral,No,3,Male
15,80,8,Medium,High,Medium,1,Yes,No,Neutral,No,4,Female
6,92,5,Medium,Medium,Medium,1,Yes,Yes,Positive,No,4,Male
18,83,6,Low,Medium,High,1,No,Yes,Negative,No,3,Female
19,96,7,High,Medium,Medium,1,Yes,Yes,Neutral,No,3,Male
24,85,8,Medium,High,High,1,Yes,No,Neutral,No,3,Female
12,88,6,Low,High,Medium,1,No,No,Negative,No,1,Male
11,87,8,High,Low,Medium,1,Yes,No,Positive,No,3,Female
23,78,9,High,High,Low,1,Yes,No,Neutral,Yes,2,Female
26,88,6,Medium,High,Medium,1,Yes,Yes,Neutral,No,4,Male
11,63,10,High,Medium,Medium,0,Yes,Yes,Neutral,No,3,Female
26,94,9,Low,Low,Low,2,Yes,Yes,Neutral,No,3,Male
20,91,7,Medium,High,Medium,1,Yes,No,Neutral,No,4,Male
27,70,7,Low,Medium,Medium,1,Yes,No,Neutral,No,3,Female
20,91,6,Medium,High,Medium,3,Yes,No,Neutral,No,2,Male
5,61,9,High,High,Medium,1,Yes,No,Neutral,No,3,Male
19,69,7,Medium,Low,Low,0,Yes,No,Neutral,No,1,Male
26,63,5,Medium,Medium,Medium,3,Yes,Yes,Neutral,Yes,5,Female
15,91,4,Low,Medium,High,1,Yes,Yes,Neutral,No,2,Male
18,90,7,Medium,High,Medium,2,Yes,No,Negative,No,3,Male
19,93,7,Low,Medium,High,3,Yes,No,Negative,No,3,Female
3,60,6,Low,Medium,Low,1,Yes,Yes,Positive,No,1,Female
30,80,5,Medium,High,High,0,Yes,No,Positive,No,4,Female
15,88,4,Medium,Low,Medium,1,Yes,Yes,Positive,No,4,Female
23,66,6,Medium,Medium,Medium,1,Yes,Yes,Positive,No,3,Female
19,86,6,Medium,Medium,Medium,3,Yes,No,Neutral,No,3,Male
28,63,8,Medium,Medium,Medium,2,Yes,No,Positive,No,2,Male
22,67,7,Medium,Medium,Medium,1,Yes,Yes,Neutral,No,3,Female
19,79,9,Low,Medium,Medium,1,Yes,Yes,Neutral,Yes,3,Female
15,86,8,Medium,High,Low,3,Yes,No,Positive,No,3,Female
25,66,8,Medium,Low,Medium,0,Yes,Yes,Positive,Yes,3,Male
9,67,8,Medium,Medium,High,3,Yes,Yes,Positive,No,5,Male
24,68,5,High,Medium,Medium,1,Yes,Yes,Negative,No,4,Female
13,70,6,Medium,Medium,Medium,2,Yes,Yes,Negative,Yes,0,Female
28,69,10,High,Medium,Medium,0,Yes,No,Neutral,No,2,Female
21,76,4,High,Low,Low,0,Yes,Yes,Positive,No,3,Male
24,86,7,Medium,High,Low,0,Yes,Yes,Neutral,No,2,Male
20,78,8,Medium,Medium,Low,0,Yes,No,Neutral,Yes,2,Female
9,91,4,Low,Medium,Low,2,Yes,No,Neutral,Yes,4,Female
15,89,6,High,Medium,Medium,1,Yes,Yes,Positive,No,3,Male
24,65,10,Low,Medium,Medium,3,Yes,Yes,Neutral,No,4,Male
21,62,7,Low,Low,High,1,No,Yes,Negative,No,2,Female
27,95,6,High,Low,High,2,Yes,Yes,Neutral,No,4,Female
22,63,7,Medium,Low,Low,1,Yes,Yes,Neutral,No,4,Male
14,66,6,Low,Low,Medium,0,Yes,Yes,Negative,No,3,Male
15,61,10,High,Medium,Medium,0,Yes,No,Neutral,No,4,Male
21,85,6,Medium,Medium,Low,2,Yes,No,Neutral,No,3,Male
6,83,6,Medium,Medium,Medium,1,Yes,No,Positive,No,4,Female
30,99,5,Medium,Low,Medium,0,Yes,No,Positive,No,3,Male
23,95,7,Medium,High,Medium,1,Yes,No,Neutral,No,2,Female
27,76,7,Medium,High,High,1,Yes,Yes,Neutral,No,3,Female
11,75,9,Medium,High,High,1,No,Yes,Neutral,Yes,2,Male
27,72,5,Low,Medium,High,1,Yes,No,Positive,No,2,Male
33,66,8,Medium,Medium,Medium,2,Yes,No,Neutral,No,3,Male
12,66,7,Medium,Low,High,1,No,Yes,Neutral,No,3,Male
25,65,4,High,High,Medium,1,Yes,Yes,Positive,No,2,Male
20,65,6,Medium,Low,Medium,1,Yes,No,Positive,No,2,Female
11,70,6,Low,Medium,High,2,Yes,Yes,Positive,No,4,Female
23,72,10,Medium,Medium,High,2,Yes,Yes,Neutral,No,4,Female
25,98,8,Medium,Medium,High,0,Yes,Yes,Positive,No,2,Female
16,83,7,Medium,Medium,Medium,0,Yes,Yes,Positive,No,1,Female
27,100,4,Low,Low,Medium,4,Yes,Yes,Positive,No,3,Female
10,75,4,Medium,Medium,Medium,3,Yes,Yes,Positive,Yes,3,Male
11,78,8,Low,High,High,1,Yes,No,Neutral,No,3,Female
21,73,8,Medium,High,Medium,1,Yes,Yes,Positive,No,4,Male
20,67,6,Low,Medium,Medium,1,No,No,Negative,Yes,3,Male
16,66,7,High,Medium,Medium,2,Yes,Yes,Negative,No,2,Male
25,98,7,Medium,Low,Low,2,Yes,Yes,Positive,No,3,Female
23,99,7,High,Medium,High,1,Yes,No,Neutral,No,3,Female
25,62,6,High,Medium,Low,1,Yes,No,Positive,No,4,Female
19,66,8,Medium,Medium,Medium,2,Yes,No,Neutral,No,3,Female
24,77,9,Medium,High,High,1,Yes,Yes,Positive,No,1,Male
17,67,6,High,Medium,Medium,1,Yes,Yes,Neutral,No,3,Female
32,75,5,Low,Low,High,1,Yes,No,Positive,No,2,Female
15,65,6,Low,Medium,High,2,Yes,Yes,Positive,No,3,Female
33,78,7,Medium,Low,Low,1,Yes,No,Positive,No,4,Male
20,71,8,Low,High,Medium,0,Yes,Yes,Neutral,No,2,Male
12,74,8,Medium,Low,Medium,2,Yes,No,Positive,No,5,Female
28,64,8,Low,Medium,Medium,2,Yes,No,Negative,No,3,Male
21,77,8,Low,Medium,Medium,2,Yes,Yes,Positive,No,1,Female
25,99,7,Medium,Medium,Medium,0,Yes,Yes,Neutral,No,3,Male
27,73,9,Medium,Low,Low,2,Yes,No,Neutral,No,1,Female
22,95,7,Medium,Medium,Medium,0,Yes,No,Positive,No,4,Male
16,94,8,Low,Low,Low,2,Yes,Yes,Positive,No,2,Female
26,98,7,Medium,Medium,Low,2,Yes,Yes,Neutral,Yes,2,Male
20,92,7,Low,High,Medium,2,Yes,Yes,Neutral,No,4,Female
24,86,7,Medium,Medium,Medium,1,Yes,Yes,Neutral,No,3,Male
7,94,9,High,Medium,Low,2,Yes,Yes,Negative,No,3,Female
23,63,7,Low,High,High,2,Yes,No,Positive,No,3,Female
16,79,6,Low,Medium,Medium,2,No,Yes,Positive,No,3,Male
30,100,6,Medium,High,High,0,Yes,No,Neutral,No,4,Female
24,91,8,Medium,Low,Medium,2,Yes,No,Positive,No,2,Male
21,98,6,Low,High,Low,1,Yes,Yes,Positive,No,3,Male
23,91,7,Low,Medium,High,2,Yes,Yes,Negative,No,2,Male
14,95,7,Medium,High,Medium,2,Yes,No,Neutral,No,2,Female
30,88,6,High,Low,Medium,4,Yes,Yes,Negative,No,2,Male
32,90,5,High,Medium,Medium,0,Yes,Yes,Neutral,No,3,Male
22,81,5,Medium,Low,Low,0,Yes,No,Positive,No,2,Female
30,97,6,High,High,Medium,1,Yes,Yes,Positive,No,2,Female
17,93,5,Low,Medium,Low,3,Yes,Yes,Positive,No,2,Male
15,94,8,Low,High,Medium,1,Yes,Yes,Positive,No,2,Female
20,87,10,Low,Medium,High,3,Yes,No,Neutral,No,2,Female
23,72,6,Medium,Low,High,1,Yes,Yes,Neutral,No,2,Male
18,61,6,High,Medium,Low,3,Yes,Yes,Positive,No,3,Female
23,97,6,Low,Medium,High,1,Yes,Yes,Negative,No,2,Male
22,83,8,Low,High,Medium,4,Yes,No,Negative,Yes,4,Female
14,72,8,High,Medium,Low,4,Yes,No,Positive,Yes,2,Male
23,66,7,Medium,High,High,1,Yes,Yes,Positive,No,3,Female
25,93,5,Medium,Medium,Medium,0,Yes,No,Neutral,No,3,Male
21,93,6,Medium,Medium,Medium,1,No,Yes,Positive,No,3,Female
27,93,7,Low,High,Low,1,Yes,Yes,Neutral,No,2,Male
13,86,7,Medium,Medium,Medium,0,Yes,No,Negative,No,5,Male
23,75,7,Medium,Low,Low,1,Yes,Yes,Neutral,Yes,4,Male
13,72,8,Low,Medium,High,1,Yes,No,Positive,No,4,Female
13,60,5,High,Low,Medium,1,Yes,No,Positive,Yes,4,Male
16,93,7,Low,High,Medium,2,Yes,Yes,Neutral,No,3,Male
14,63,7,Medium,High,Low,1,Yes,No,Neutral,No,3,Male
17,85,6,Medium,High,High,0,Yes,Yes,Neutral,No,2,Female
19,80,6,Low,High,Medium,1,Yes,Yes,Neutral,Yes,4,Male
25,81,8,Low,Medium,Medium,1,Yes,No,Neutral,No,4,Female
18,97,5,Low,Low,High,2,Yes,No,Positive,No,3,Male
10,61,10,Medium,High,Low,4,Yes,Yes,Positive,Yes,2,Male
27,91,8,Low,Medium,Medium,2,Yes,No,Neutral,No,3,Male
15,62,7,High,Medium,Medium,0,Yes,No,Negative,No,3,Female
20,62,7,Low,High,Medium,1,Yes,Yes,Negative,No,3,Male
23,77,8,Medium,Medium,Low,1,Yes,No,Positive,No,2,Male
21,63,6,Low,Low,Medium,3,Yes,Yes,Negative,No,1,Male
27,92,6,Low,High,Medium,4,Yes,Yes,Positive,No,3,Female
23,81,9,Low,Medium,High,2,Yes,No,Neutral,No,2,Male
15,61,6,High,High,Medium,2,Yes,Yes,Neutral,No,3,Female
33,62,7,Low,Medium,Medium,2,Yes,No,Neutral,No,2,Male
21,85,6,Medium,Medium,High,1,Yes,Yes,Neutral,Yes,2,Male
19,92,7,Low,Low,Medium,2,Yes,Yes,Positive,No,2,Male
26,78,8,Medium,High,Medium,3,Yes,No,Positive,No,3,Female
21,82,10,High,Medium,Medium,3,Yes,Yes,Positive,No,4,Female
22,92,6,Medium,Medium,Medium,1,Yes,Yes,Positive,No,3,Male
35,84,5,Medium,Medium,Medium,1,Yes,No,Neutral,No,3,Female
18,69,7,Medium,Medium,Low,1,Yes,No,Neutral,No,4,Male
18,85,6,High,Medium,High,1,No,Yes,Neutral,No,3,Female
21,85,7,Medium,Medium,Low,3,Yes,Yes,Neutral,No,3,Male
26,89,8,Low,Medium,Medium,1,Yes,Yes,Neutral,No,4,Male
11,85,10,Low,Medium,Low,0,No,No,Positive,No,3,Female
8,99,6,Medium,Medium,High,1,Yes,Yes,Positive,No,3,Female
16,68,4,Medium,Low,Medium,1,No,Yes,Negative,No,4,Male
10,98,7,Low,Medium,High,3,Yes,No,Neutral,No,3,Male
17,82,8,Medium,Medium,Medium,3,Yes,Yes,Positive,No,4,Male
23,87,6,Medium,Medium,Low,1,Yes,Yes,Positive,No,4,Female
15,64,7,Medium,High,Medium,2,Yes,Yes,Positive,No,3,Male
11,75,7,Medium,Low,Medium,2,No,No,Positive,No,4,Female
20,91,7,High,Medium,Medium,1,Yes,Yes,Negative,No,3,Male
25,88,8,Low,Low,Medium,1,No,Yes,Neutral,No,4,Male
10,62,7,Medium,High,High,1,Yes,No,Positive,No,2,Male
25,82,8,Low,High,High,2,Yes,No,Neutral,No,3,Male
25,64,4,Low,Medium,Medium,1,Yes,Yes,Neutral,No,2,Male
26,100,6,High,High,High,0,Yes,Yes,Negative,No,4,Male
27,96,6,Medium,Medium,Medium,2,Yes,Yes,Neutral,No,2,Female
33,61,5,Medium,Low,Low,2,Yes,Yes,Negative,No,3,Male
18,94,7,Medium,Medium,Medium,2,No,Yes,Negative,No,3,Female
21,97,6,Low,Medium,Medium,2,Yes,Yes,Positive,No,4,Male
18,74,6,Medium,Medium,Medium,4,Yes,No,Negative,No,3,Female
20,89,8,Medium,Medium,Medium,3,Yes,Yes,Positive,No,3,Female
29,78,7,Medium,Medium,High,2,Yes,Yes,Positive,No,4,Female
12,86,5,Low,High,Medium,2,No,Yes,Positive,No,3,Female
15,74,6,Medium,Medium,High,2,Yes,No,Negative,No,3,Male
28,73,8,Medium,Low,Medium,4,Yes,Yes,Neutral,No,1,Female
26,77,7,High,Medium,Low,3,No,No,Positive,No,3,Female
18,66,9,Medium,Medium,High,0,No,Yes,Positive,No,3,Male
25,93,8,Medium,Low,Medium,2,Yes,No,Positive,No,3,Male
22,74,6,Medium,Low,High,0,Yes,Yes,Positive,No,4,Male
29,76,9,Medium,Medium,Low,1,Yes,Yes,Positive,No,3,Male
20,96,9,Medium,Medium,High,2,Yes,No,Positive,Yes,2,Male
26,80,4,Medium,High,Medium,0,No,Yes,Positive,No,4,Male
36,82,7,Medium,Low,Low,0,Yes,Yes,Positive,No,3,Male
24,98,6,Medium,Low,Medium,1,Yes,Yes,Neutral,No,2,Female
20,95,7,Low,Medium,High,0,Yes,Yes,Neutral,No,3,Male
24,67,6,Medium,High,Low,6,Yes,No,Positive,Yes,3,Female
18,79,6,Medium,Medium,High,3,Yes,Yes,Positive,Yes,3,Male
34,99,8,Medium,Medium,Medium,0,Yes,Yes,Neutral,No,5,Male
21,75,5,Medium,Low,Medium,2,Yes,Yes,Neutral,No,3,Male
18,75,7,Medium,Medium,Low,0,Yes,Yes,Neutral,No,2,Male
15,68,5,Medium,Medium,Medium,3,Yes,Yes,Negative,No,4,Male
27,65,9,Medium,Medium,Medium,2,Yes,Yes,Positive,No,2,Female
25,90,7,Medium,Medium,Medium,1,Yes,Yes,Positive,No,4,Male
17,91,8,High,Medium,High,3,Yes,No,Neutral,No,4,Female
23,99,7,Medium,Low,Medium,0,Yes,Yes,Positive,No,2,Male
11,91,7,Medium,High,Medium,2,Yes,No,Positive,No,2,Male
21,70,7,High,Medium,Low,0,Yes,No,Positive,No,3,Female
23,62,9,Low,High,High,3,Yes,Yes,Neutral,No,4,Male
30,99,6,Medium,Medium,Medium,0,Yes,Yes,Neutral,No,4,Male
15,74,4,Low,Medium,Medium,1,Yes,Yes,Positive,No,3,Male
12,72,6,High,Low,Medium,0,Yes,Yes,Neutral,No,4,Male
15,96,5,Medium,Medium,High,2,Yes,No,Positive,No,2,Male
12,83,8,Medium,Medium,High,3,Yes,No,Neutral,Yes,5,Male
28,69,7,Low,High,High,1,No,Yes,Neutral,No,2,Male
29,96,8,Medium,Medium,High,0,Yes,Yes,Positive,No,2,Female
22,100,7,Medium,High,Medium,2,Yes,No,Positive,No,4,Male
27,63,7,High,Medium,Low,1,Yes,Yes,Neutral,No,3,Male
21,94,7,Low,Medium,Medium,2,Yes,No,Positive,No,3,Female
19,76,9,Low,High,Low,1,Yes,Yes,Negative,No,1,Female
18,81,7,High,Medium,Low,0,Yes,Yes,Neutral,No,2,Male
18,97,9,Medium,Medium,Low,0,Yes,No,Neutral,No,4,Female
11,99,9,Medium,Medium,Low,2,Yes,Yes,Neutral,No,2,Male
22,70,7,Medium,Medium,Medium,2,Yes,No,Positive,No,1,Male
20,69,7,High,High,Medium,1,Yes,Yes,Positive,No,3,Female
24,63,6,Medium,Medium,Medium,2,No,No,Neutral,No,5,Female
21,82,9,Medium,Low,High,0,Yes,No,Negative,No,2,Male
19,61,6,Low,High,Medium,1,No,Yes,Neutral,No,3,Female
15,76,6,Medium,High,High,4,Yes,Yes,Positive,No,4,Female
20,63,7,High,Medium,Medium,2,Yes,No,Negative,No,3,Male
24,76,5,High,Low,Medium,1,Yes,No,Neutral,Yes,4,Male
13,62,6,High,Medium,Low,2,Yes,No,Neutral,No,4,Male
21,93,9,Medium,Low,Medium,0,Yes,No,Neutral,No,1,Female
21,68,8,Medium,Medium,High,3,Yes,Yes,Neutral,No,2,Male
16,73,6,Medium,Low,Low,1,No,No,Negative,No,2,Female
16,95,8,Medium,Medium,High,0,Yes,Yes,Positive,No,3,Male
21,90,10,High,Low,Medium,2,Yes,Yes,Neutral,No,4,Male
13,69,7,High,Medium,Low,2,No,Yes,Negative,Yes,3,Female
22,63,9,Low,Medium,Medium,0,Yes,No,Negative,No,2,Female
15,89,8,High,Medium,Medium,3,Yes,Yes,Negative,No,3,Male
26,76,7,High,Low,Low,1,Yes,No,Neutral,No,1,Male
34,91,7,Medium,Low,Medium,1,No,No,Negative,Yes,3,Male
15,78,8,High,Medium,High,0,Yes,No,Positive,No,4,Male
23,74,6,Medium,Medium,Medium,1,No,Yes,Positive,No,2,Male
16,78,4,Medium,Medium,Medium,5,Yes,Yes,Positive,No,3,Female
26,90,6,Medium,Low,High,1,Yes,Yes,Neutral,No,3,Male
12,96,4,Medium,High,Medium,3,Yes,No,Neutral,Yes,0,Male
23,62,6,Low,High,Medium,0,Yes,Yes,Neutral,No,2,Male
15,81,4,High,Medium,Medium,0,Yes,No,Negative,No,3,Female
19,61,8,High,Medium,High,2,Yes,Yes,Positive,No,4,Male
14,79,5,High,High,Medium,3,Yes,No,Negative,No,3,Female
25,95,8,Low,High,Medium,1,Yes,Yes,Neutral,No,4,Male
15,74,8,Low,High,High,3,Yes,No,Positive,No,5,Male
23,97,8,Medium,Medium,High,1,Yes,Yes,Neutral,No,3,Male
18,85,4,High,High,Low,0,Yes,Yes,Neutral,No,4,Male
19,97,9,Medium,Low,High,0,Yes,No,Negative,No,4,Female
21,90,8,Medium,Medium,High,4,Yes,Yes,Neutral,No,3,Male
15,64,8,Medium,Medium,Medium,0,Yes,No,Negative,No,2,Female
21,69,10,Low,Medium,Medium,2,Yes,Yes,Neutral,No,3,Male
29,76,8,Medium,Medium,High,4,Yes,Yes,Neutral,No,2,Male
15,67,5,Low,Low,Medium,0,Yes,Yes,Neutral,No,3,Male
27,80,8,Low,High,Medium,1,Yes,No,Neutral,No,3,Female
29,79,5,Medium,Medium,High,0,Yes,No,Neutral,No,3,Female
15,98,7,Medium,High,High,1,Yes,Yes,Positive,No,3,Female
11,77,6,Low,Low,Low,0,Yes,Yes,Neutral,No,5,Male
22,91,7,Medium,Medium,Medium,1,Yes,No,Negative,Yes,2,Female
17,98,5,Low,Medium,Medium,0,Yes,No,Negative,No,2,Male
31,95,5,Medium,Medium,Medium,1,Yes,No,Neutral,No,4,Female
20,68,6,Low,High,High,2,Yes,No,Neutral,No,3,Female
15,80,7,Low,Medium,Medium,1,Yes,Yes,Negative,No,4,Male
13,74,6,Low,Medium,Medium,4,Yes,No,Neutral,Yes,3,Male
27,76,9,Medium,High,High,1,Yes,No,Positive,No,4,Female
17,74,8,Low,Medium,Low,1,Yes,Yes,Neutral,No,3,Female
20,93,8,Medium,Medium,Low,0,Yes,No,Negative,No,3,Male
26,78,6,Medium,Medium,Medium,1,Yes,No,Neutral,No,3,Female
17,81,5,High,Medium,Medium,0,Yes,No,Neutral,No,2,Female
20,99,7,High,Medium,Low,0,Yes,Yes,Positive,No,4,Male
20,62,10,High,Low,Medium,5,Yes,Yes,Neutral,No,4,Male
24,80,7,Medium,Medium,Medium,1,Yes,Yes,Positive,No,3,Female
24,91,9,Low,Medium,High,3,Yes,Yes,Negative,No,4,Male
19,66,9,Medium,High,Low,1,Yes,No,Positive,No,3,Male
20,84,8,Medium,High,Medium,0,Yes,Yes,Positive,No,4,Male
18,70,7,Medium,Medium,Medium,1,Yes,No,Positive,No,2,Female
11,95,6,Medium,Medium,Medium,2,No,Yes,Neutral,No,3,Female
22,73,7,Medium,Low,Medium,3,Yes,Yes,Positive,No,2,Male
31,73,6,High,Medium,High,1,Yes,Yes,Positive,No,3,Female
15,84,7,High,Low,Low,1,Yes,Yes,Neutral,No,3,Female
15,67,5,High,High,Medium,3,Yes,Yes,Neutral,No,4,Male
15,71,6,Low,High,Low,5,No,No,Positive,No,4,Female
24,77,8,High,Medium,Medium,2,Yes,No,Positive,Yes,1,Female
23,74,6,Medium,Medium,High,4,Yes,Yes,Neutral,No,3,Female
19,81,6,Medium,Low,High,1,No,Yes,Negative,No,3,Female
14,84,6,Low,High,Medium,4,Yes,No,Neutral,No,3,Male
21,83,7,Medium,High,High,2,Yes,No,Neutral,No,2,Male
11,86,4,Medium,Medium,Medium,5,Yes,Yes,Neutral,Yes,4,Male
21,72,6,Low,Medium,Low,4,Yes,Yes,Positive,Yes,2,Female
25,65,8,Low,Medium,High,2,No,Yes,Negative,No,3,Female
12,90,7,Medium,Medium,Low,2,Yes,Yes,Positive,No,2,Male
11,94,8,Medium,Low,Low,2,Yes,Yes,Positive,No,2,Male
29,70,4,Low,Medium,Medium,2,Yes,Yes,Positive,No,3,Male
16,76,6,Medium,Low,Medium,3,Yes,No,Neutral,No,4,Female
27,80,7,Low,Low,Low,4,Yes,Yes,Positive,No,3,Male
19,81,8,Medium,Low,High,2,Yes,No,Neutral,No,3,Female
19,86,9,Low,Medium,Medium,1,Yes,Yes,Positive,No,3,Male
23,62,8,High,Medium,Medium,3,No,No,Neutral,No,3,Male
15,89,6,Low,Medium,Medium,2,Yes,No,Positive,No,4,Male
21,62,6,Medium,High,Medium,2,Yes,No,Positive,No,4,Female
18,79,9,Low,Medium,High,1,Yes,No,Neutral,No,3,Male
12,93,6,Medium,Medium,High,2,Yes,No,Positive,No,3,Female
22,78,5,Low,Medium,High,2,Yes,Yes,Neutral,No,4,Male
18,66,7,High,Medium,Medium,4,Yes,Yes,Positive,Yes,3,Male
19,99,9,Low,Low,High,3,Yes,No,Neutral,No,1,Male
13,96,6,Medium,Medium,Medium,1,Yes,No,Neutral,No,3,Female
30,91,6,Medium,High,Low,2,Yes,Yes,Negative,No,4,Female
25,76,6,Medium,Medium,High,1,Yes,No,Neutral,No,3,Male
26,67,8,Medium,High,Low,2,Yes,Yes,Neutral,No,0,Female
18,98,7,Low,Low,Low,0,Yes,Yes,Positive,No,1,Male
10,81,8,Medium,Medium,High,1,Yes,No,Neutral,No,2,Male
32,94,9,High,Medium,High,4,Yes,Yes,Positive,Yes,2,Male
20,74,5,High,High,Low,1,Yes,Yes,Positive,No,4,Female
16,73,6,Medium,High,High,0,Yes,Yes,Positive,No,4,Male
23,99,6,Medium,High,High,1,No,No,Neutral,Yes,5,Male
27,81,7,Low,Low,High,0,Yes,No,Neutral,No,4,Male
20,66,8,Medium,Medium,Medium,2,Yes,Yes,Neutral,No,3,Male
28,69,6,Low,Low,High,0,Yes,Yes,Negative,No,3,Male
26,79,6,Low,Low,High,0,No,Yes,Negative,Yes,2,Male
14,62,8,Medium,Low,Medium,1,Yes,No,Positive,No,1,Male
16,79,8,Low,Medium,Medium,2,Yes,No,Neutral,Yes,3,Female
26,77,7,Low,Medium,Medium,0,Yes,Yes,Neutral,No,1,Male
4,91,4,Low,Medium,Medium,3,Yes,No,Neutral,Yes,4,Male
19,74,9,High,Medium,High,2,Yes,No,Neutral,No,3,Male
11,99,7,High,High,Medium,3,Yes,Yes,Positive,No,3,Male
17,67,7,Medium,Low,Low,0,Yes,Yes,Positive,No,4,Female
18,84,6,Low,Low,High,3,Yes,Yes,Positive,No,3,Male
18,64,6,Medium,Medium,Medium,2,Yes,Yes,Positive,No,1,Female
17,89,6,Medium,Medium,Medium,3,Yes,Yes,Positive,No,3,Female
13,100,4,Low,Low,Low,3,Yes,Yes,Positive,No,2,Female
34,93,6,High,High,Medium,2,Yes,Yes,Neutral,No,4,Male
31,82,5,Medium,Medium,High,0,Yes,Yes,Neutral,No,3,Male
13,79,7,High,Medium,High,4,Yes,No,Positive,Yes,3,Female
29,93,5,Medium,Medium,Medium,2,Yes,No,Positive,No,3,Female
18,97,8,Medium,Medium,High,1,Yes,No,Neutral,No,3,Male
21,100,5,Medium,Medium,Medium,2,Yes,No,Neutral,No,2,Male
20,76,9,Low,Medium,Medium,2,Yes,No,Negative,No,2,Male
16,100,8,High,Medium,Medium,1,Yes,Yes,Positive,Yes,2,Female
26,66,5,Medium,High,High,1,Yes,Yes,Neutral,No,3,Female
21,70,7,Medium,Medium,Low,1,No,Yes,Neutral,No,4,Male
17,64,6,Medium,Medium,Medium,1,Yes,Yes,Positive,Yes,2,Male
12,71,8,Medium,Medium,Medium,0,Yes,No,Positive,No,5,Male
15,91,10,Medium,Medium,Low,0,Yes,Yes,Neutral,No,4,Male
10,94,9,Medium,Medium,High,3,Yes,No,Negative,No,2,Female
20,91,6,High,High,Medium,0,Yes,Yes,Positive,Yes,3,Female
13,85,7,High,High,High,3,Yes,Yes,Positive,No,2,Female
18,81,9,Medium,Low,Medium,1,Yes,No,Negative,No,2,Male
